protein_id,contig_id,keywords
YP_001496966.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp41 
YP_001496967.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp42 
YP_001496968.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp43 
YP_001496969.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp44 
YP_001496970.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp45 
YP_001496971.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp46 
YP_001496972.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp47 
YP_001496973.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp48 
YP_001496974.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp49 
YP_001496975.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp50 
YP_001496976.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp51 
YP_001496977.1,Acidianus filamentous virus 2,hypothetical protein AFV2_gp52 
YP_001504371.1,Sulfolobus islandicus filamentous virus,hypothetical protein SIFV0075 
YP_001542618.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001542619.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001542620.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001542621.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001542622.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001542623.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001542624.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001542625.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001542626.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001542627.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001542628.1,Acidianus rod-shaped virus 1,putative transcriptional regulator 
YP_001542629.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001542630.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001542631.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001542632.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001542633.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001542634.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001542635.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001542636.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001542637.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001542638.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001542639.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001542640.1,Acidianus rod-shaped virus 1,putative glycosyl transferase 
YP_001542641.1,Acidianus rod-shaped virus 1,putative coat protein 
YP_001542642.1,Acidianus rod-shaped virus 1,putative holliday junction resolvase 
YP_001542643.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001542644.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001542645.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001542646.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001542647.1,Acidianus rod-shaped virus 1,putative glycosyl transferase 
YP_001542648.1,Acidianus rod-shaped virus 1,putative thymidylate synthase 
YP_001542649.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001542650.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001542651.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001542652.1,Acidianus rod-shaped virus 1,putative ATPase 
YP_001542653.1,Acidianus rod-shaped virus 1,putative transcriptional regulator 
YP_001542654.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001542655.1,Acidianus rod-shaped virus 1,putative transcriptional regulator 
YP_001542656.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001542657.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001542658.1,Acidianus rod-shaped virus 1,hypothetical protein 
YP_001552179.1,Sulfolobus spindle-shaped virus 4,hypothetical protein 
YP_001552180.1,Sulfolobus spindle-shaped virus 4,hypothetical protein 
YP_001552181.1,Sulfolobus spindle-shaped virus 4,hypothetical protein 
YP_001552182.1,Sulfolobus spindle-shaped virus 4,putative HTH-5 transcription regulator 
YP_001552183.1,Sulfolobus spindle-shaped virus 4,structural protein VP1 
YP_001552184.1,Sulfolobus spindle-shaped virus 4,structural protein VP3 
YP_001552185.1,Sulfolobus spindle-shaped virus 4,hypothetical protein 
YP_001552186.1,Sulfolobus spindle-shaped virus 4,hypothetical protein 
YP_001552187.1,Sulfolobus spindle-shaped virus 4,hypothetical protein 
YP_001552188.1,Sulfolobus spindle-shaped virus 4,hypothetical protein 
YP_001552189.1,Sulfolobus spindle-shaped virus 4,hypothetical protein 
YP_001552190.1,Sulfolobus spindle-shaped virus 4,hypothetical protein 
YP_001552191.1,Sulfolobus spindle-shaped virus 4,integrase 
YP_001552192.1,Sulfolobus spindle-shaped virus 4,hypothetical protein 
YP_001552193.1,Sulfolobus spindle-shaped virus 4,hypothetical protein 
YP_001552194.1,Sulfolobus spindle-shaped virus 4,hypothetical protein 
YP_001552195.1,Sulfolobus spindle-shaped virus 4,hypothetical protein 
YP_001552196.1,Sulfolobus spindle-shaped virus 4,hypothetical protein 
YP_001552197.1,Sulfolobus spindle-shaped virus 4,hypothetical protein 
YP_001552198.1,Sulfolobus spindle-shaped virus 4,putative transcription regulator MarR family 
YP_001552199.1,Sulfolobus spindle-shaped virus 4,hypothetical protein 
YP_001552200.1,Sulfolobus spindle-shaped virus 4,hypothetical protein 
YP_001552201.1,Sulfolobus spindle-shaped virus 4,"hypothetical protein, partial "
YP_001552202.1,Sulfolobus spindle-shaped virus 4,hypothetical protein 
YP_001552203.1,Sulfolobus spindle-shaped virus 4,hypothetical protein 
YP_001552204.1,Sulfolobus spindle-shaped virus 4,"putative RHH protein, CopG family "
YP_001552205.1,Sulfolobus spindle-shaped virus 4,"putative zinc finger, C2H2 type "
YP_001552206.1,Sulfolobus spindle-shaped virus 4,hypothetical protein 
YP_001552207.1,Sulfolobus spindle-shaped virus 4,hypothetical protein 
YP_001552208.1,Sulfolobus spindle-shaped virus 4,hypothetical protein 
YP_001552209.1,Sulfolobus spindle-shaped virus 4,"putative zinc finger, C2H2 type "
YP_001552210.1,Sulfolobus spindle-shaped virus 4,hypothetical protein 
YP_001552211.1,Sulfolobus spindle-shaped virus 4,hypothetical protein 
YP_001552212.1,Sulfolobus spindle-shaped virus 4,hypothetical protein 
YP_001604159.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp01 
YP_001604160.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp02 
YP_001604161.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp03 
YP_001604162.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp04 
YP_001604163.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp05 
YP_001604164.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp06 
YP_001604165.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp07 
YP_001604166.1,Acidianus filamentous virus 6,putative nuclease 
YP_001604167.1,Acidianus filamentous virus 6,putative helicase 
YP_001604168.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp10 
YP_001604169.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp11 
YP_001604170.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp12 
YP_001604171.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp13 
YP_001604172.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp14 
YP_001604173.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp15 
YP_001604174.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp16 
YP_001604175.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp17 
YP_001604176.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp18 
YP_001604177.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp19 
YP_001604178.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp20 
YP_001604179.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp21 
YP_001604180.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp22 
YP_001604181.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp23 
YP_001604182.1,Acidianus filamentous virus 6,putative helicase 
YP_001604183.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp25 
YP_001604184.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp26 
YP_001604185.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp27 
YP_001604186.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp28 
YP_001604187.1,Acidianus filamentous virus 6,putative regulatory protein 
YP_001604188.1,Acidianus filamentous virus 6,putative regulatory protein 
YP_001604189.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp31 
YP_001604190.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp32 
YP_001604191.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp33 
YP_001604192.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp34 
YP_001604193.1,Acidianus filamentous virus 6,structural protein 
YP_001604194.1,Acidianus filamentous virus 6,structural protein 
YP_001604195.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp37 
YP_001604196.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp38 
YP_001604197.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp39 
YP_001604198.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp40 
YP_001604199.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp41 
YP_001604200.1,Acidianus filamentous virus 6,putative glycosyltransferase 
YP_001604201.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp43 
YP_001604202.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp44 
YP_001604203.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp45 
YP_001604204.1,Acidianus filamentous virus 6,putative glycosyltransferase 
YP_001604205.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp47 
YP_001604206.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp48 
YP_001604207.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp49 
YP_001604208.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp50 
YP_001604209.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp51 
YP_001604210.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp52 
YP_001604211.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp53 
YP_001604212.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp54 
YP_001604213.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp55 
YP_001604214.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp56 
YP_001604215.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp57 
YP_001604216.1,Acidianus filamentous virus 6,putative glycosyl transferase 
YP_001604217.1,Acidianus filamentous virus 6,putative protein phosphatase 
YP_001604218.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp60 
YP_001604219.1,Acidianus filamentous virus 6,putative SAM-dependent methyltransferase 
YP_001604220.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp62 
YP_001604221.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp63 
YP_001604222.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp64 
YP_001604223.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp65 
YP_001604224.1,Acidianus filamentous virus 6,hypothetical protein AFV6_gp66 
YP_001604225.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp01 
YP_001604226.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp02 
YP_001604227.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp03 
YP_001604228.1,Acidianus filamentous virus 7,putative helicase 
YP_001604229.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp05 
YP_001604230.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp06 
YP_001604231.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp07 
YP_001604232.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp08 
YP_001604233.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp09 
YP_001604234.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp10 
YP_001604235.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp11 
YP_001604236.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp12 
YP_001604237.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp13 
YP_001604238.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp14 
YP_001604239.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp15 
YP_001604240.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp16 
YP_001604241.1,Acidianus filamentous virus 7,putative helicase 
YP_001604242.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp18 
YP_001604243.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp19 
YP_001604244.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp20 
YP_001604245.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp21 
YP_001604246.1,Acidianus filamentous virus 7,putative regulatory protein 
YP_001604247.1,Acidianus filamentous virus 7,putative regulatory protein 
YP_001604248.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp24 
YP_001604249.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp25 
YP_001604250.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp26 
YP_001604251.1,Acidianus filamentous virus 7,structural protein 
YP_001604252.1,Acidianus filamentous virus 7,structural protein 
YP_001604253.1,Acidianus filamentous virus 7,structural protein 
YP_001604254.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp30 
YP_001604255.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp31 
YP_001604256.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp32 
YP_001604257.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp33 
YP_001604258.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp34 
YP_001604259.1,Acidianus filamentous virus 7,putative glycosyltransferase 
YP_001604260.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp36 
YP_001604261.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp37 
YP_001604262.1,Acidianus filamentous virus 7,putative glycosyltransferase 
YP_001604263.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp39 
YP_001604264.1,Acidianus filamentous virus 7,putative glycosyltransferase 
YP_001604265.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp41 
YP_001604266.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp42 
YP_001604267.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp43 
YP_001604268.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp44 
YP_001604269.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp45 
YP_001604270.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp46 
YP_001604271.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp47 
YP_001604272.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp48 
YP_001604273.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp49 
YP_001604274.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp50 
YP_001604275.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp51 
YP_001604276.1,Acidianus filamentous virus 7,putative phosphatase 
YP_001604277.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp53 
YP_001604278.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp54 
YP_001604279.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp55 
YP_001604280.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp56 
YP_001604281.1,Acidianus filamentous virus 7,hypothetical protein AFV7_gp57 
YP_001604282.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp01 
YP_001604283.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp02 
YP_001604284.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp03 
YP_001604285.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp04 
YP_001604286.1,Acidianus filamentous virus 8,putative nuclease 
YP_001604287.1,Acidianus filamentous virus 8,putative helicase 
YP_001604288.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp07 
YP_001604289.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp08 
YP_001604290.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp09 
YP_001604291.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp10 
YP_001604292.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp11 
YP_001604293.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp12 
YP_001604294.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp13 
YP_001604295.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp14 
YP_001604296.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp15 
YP_001604297.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp16 
YP_001604298.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp17 
YP_001604299.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp18 
YP_001604300.1,Acidianus filamentous virus 8,putative helicase 
YP_001604301.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp20 
YP_001604302.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp21 
YP_001604303.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp22 
YP_001604304.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp23 
YP_001604305.1,Acidianus filamentous virus 8,putative regulatory protein 
YP_001604306.1,Acidianus filamentous virus 8,putative regulatory protein 
YP_001604307.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp26 
YP_001604308.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp27 
YP_001604309.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp28 
YP_001604310.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp29 
YP_001604311.1,Acidianus filamentous virus 8,structural protein 
YP_001604312.1,Acidianus filamentous virus 8,structural protein 
YP_001604313.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp32 
YP_001604314.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp33 
YP_001604315.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp34 
YP_001604316.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp35 
YP_001604317.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp36 
YP_001604318.1,Acidianus filamentous virus 8,putative glycosyltransferase 
YP_001604319.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp38 
YP_001604320.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp39 
YP_001604321.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp40 
YP_001604322.1,Acidianus filamentous virus 8,putative glycosyltransferase 
YP_001604323.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp42 
YP_001604324.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp43 
YP_001604325.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp44 
YP_001604326.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp45 
YP_001604327.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp46 
YP_001604328.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp47 
YP_001604329.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp48 
YP_001604330.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp49 
YP_001604331.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp50 
YP_001604332.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp51 
YP_001604333.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp52 
YP_001604334.1,Acidianus filamentous virus 8,putative glycosyl transferase 
YP_001604335.1,Acidianus filamentous virus 8,putative phosphatase 
YP_001604336.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp55 
YP_001604337.1,Acidianus filamentous virus 8,putative SAM-dependent methyltransferase 
YP_001604338.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp57 
YP_001604339.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp58 
YP_001604340.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp59 
YP_001604341.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp60 
YP_001604342.1,Acidianus filamentous virus 8,hypothetical protein AFV8_gp61 
YP_001604343.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604344.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604345.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604346.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604347.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604348.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604349.1,Acidianus filamentous virus 3,"conserved hypothetical protein, partial "
YP_001604350.1,Acidianus filamentous virus 3,putative nuclease 
YP_001604351.1,Acidianus filamentous virus 3,putative helicase 
YP_001604352.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604353.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604354.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604355.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604356.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604357.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604358.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604359.1,Acidianus filamentous virus 3,hypothetical protein 
YP_001604360.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604361.1,Acidianus filamentous virus 3,hypothetical protein 
YP_001604362.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604363.1,Acidianus filamentous virus 3,hypothetical protein 
YP_001604364.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604365.1,Acidianus filamentous virus 3,putative helicase 
YP_001604366.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604367.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604368.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604369.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604370.1,Acidianus filamentous virus 3,putative regulatory protein 
YP_001604371.1,Acidianus filamentous virus 3,putative regulatory protein 
YP_001604372.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604373.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604374.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604375.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604376.1,Acidianus filamentous virus 3,structural protein 
YP_001604377.1,Acidianus filamentous virus 3,structural protein 
YP_001604378.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604379.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604380.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604381.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604382.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604383.1,Acidianus filamentous virus 3,putative glycosyltransferase 
YP_001604384.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604385.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604386.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604387.1,Acidianus filamentous virus 3,putative glycosyltransferase 
YP_001604388.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604389.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604390.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604391.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604392.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604393.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604394.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604395.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604396.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604397.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604398.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604399.1,Acidianus filamentous virus 3,putative glycosyltransferases 
YP_001604400.1,Acidianus filamentous virus 3,putative protein phosphatase 
YP_001604401.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604402.1,Acidianus filamentous virus 3,putative SAM-dependent methyltransferase 
YP_001604403.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604404.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604405.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604406.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604407.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604408.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604409.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001604410.1,Acidianus filamentous virus 3,conserved hypothetical protein 
YP_001798519.1,Acidianus filamentous virus 9,hypothetical protein AFV9_gp01 
YP_001798520.1,Acidianus filamentous virus 9,hypothetical protein AFV9_gp02 
YP_001798521.1,Acidianus filamentous virus 9,hypothetical protein AFV9_gp03 
YP_001798522.1,Acidianus filamentous virus 9,hypothetical protein AFV9_gp04 
YP_001798523.1,Acidianus filamentous virus 9,hypothetical protein AFV9_gp05 
YP_001798524.1,Acidianus filamentous virus 9,hypothetical protein AFV9_gp06 
YP_001798525.1,Acidianus filamentous virus 9,putative RHH transcriptional regulator 
YP_001798526.1,Acidianus filamentous virus 9,putative nuclease 
YP_001798527.1,Acidianus filamentous virus 9,hypothetical protein AFV9_gp09 
YP_001798528.1,Acidianus filamentous virus 9,putative Holliday junction branch migration helicase 
YP_001798529.1,Acidianus filamentous virus 9,hypothetical protein AFV9_gp11 
YP_001798530.1,Acidianus filamentous virus 9,viral structural protein 
YP_001798531.1,Acidianus filamentous virus 9,hypothetical protein AFV9_gp13 
YP_001798532.1,Acidianus filamentous virus 9,hypothetical protein AFV9_gp14 
YP_001798533.1,Acidianus filamentous virus 9,hypothetical protein AFV9_gp15 
YP_001798534.1,Acidianus filamentous virus 9,hypothetical protein AFV9_gp16 
YP_001798535.1,Acidianus filamentous virus 9,hypothetical protein AFV9_gp17 
YP_001798536.1,Acidianus filamentous virus 9,hypothetical protein AFV9_gp18 
YP_001798537.1,Acidianus filamentous virus 9,hypothetical protein AFV9_gp19 
YP_001798538.1,Acidianus filamentous virus 9,hypothetical protein AFV9_gp20 
YP_001798539.1,Acidianus filamentous virus 9,putative helicase 
YP_001798540.1,Acidianus filamentous virus 9,hypothetical protein AFV9_gp22 
YP_001798541.1,Acidianus filamentous virus 9,hypothetical protein AFV9_gp23 
YP_001798542.1,Acidianus filamentous virus 9,hypothetical protein AFV9_gp24 
YP_001798543.1,Acidianus filamentous virus 9,hypothetical protein AFV9_gp25 
YP_001798544.1,Acidianus filamentous virus 9,putative RHH transcriptional regulator 
YP_001798545.1,Acidianus filamentous virus 9,hypothetical protein AFV9_gp27 
YP_001798546.1,Acidianus filamentous virus 9,hypothetical protein AFV9_gp28 
YP_001798547.1,Acidianus filamentous virus 9,hypothetical protein AFV9_gp29 
YP_001798548.1,Acidianus filamentous virus 9,hypothetical protein AFV9_gp30 
YP_001798549.1,Acidianus filamentous virus 9,hypothetical protein AFV9_gp31 
YP_001798550.1,Acidianus filamentous virus 9,viral structural protein 
YP_001798551.1,Acidianus filamentous virus 9,viral structural protein 
YP_001798552.1,Acidianus filamentous virus 9,hypothetical protein AFV9_gp34 
